MONTH,REGION_NAME,ITEM_CODE,SOLD_QTY
Apr-18,B Baria R,ACS,39.00
Apr-18,B Baria R,BCS,27.00
Apr-18,B Baria R,DNC,11.00
Apr-18,B Baria R,DNL,832.00
Apr-18,B Baria R,DNM,154.00
Apr-18,B Baria R,DTF,78.00
Apr-18,B Baria R,FMS,77.00
Apr-18,B Baria R,FPP,25.00
Apr-18,B Baria R,GBF,260.00
Apr-18,B Baria R,HCF,518.00
Apr-18,B Baria R,MBS,182.00
Apr-18,B Baria R,MCF,120.00
Apr-18,B Baria R,MSS,234.00
Apr-18,B Baria R,SDP,9126.00
Apr-18,B Baria R,SJC,40.00
Apr-18,B Baria R,SOM,108.00
Apr-18,B Baria R,SPM,265.00
Apr-18,B Baria R,TCS,5.00
Apr-18,B Baria R,VSF,18.00
Apr-18,Barisal R,ACS,104.00
Apr-18,Barisal R,BCS,27.00
Apr-18,Barisal R,DNC,142.00
Apr-18,Barisal R,DNL,858.00
Apr-18,Barisal R,DNM,784.00
Apr-18,Barisal R,DTF,364.00
Apr-18,Barisal R,FMS,143.00
Apr-18,Barisal R,FPP,175.00
Apr-18,Barisal R,GBF,1118.00
Apr-18,Barisal R,HCF,2184.00
Apr-18,Barisal R,MBS,624.00
Apr-18,Barisal R,MCF,698.00
Apr-18,Barisal R,MOQ,12.00
Apr-18,Barisal R,MOS,24.00
Apr-18,Barisal R,MSS,1300.00
Apr-18,Barisal R,SDP,16185.00
Apr-18,Barisal R,SJC,62.00
Apr-18,Barisal R,SOM,37.00
Apr-18,Barisal R,SPM,2491.00
Apr-18,Barisal R,TCS,79.00
Apr-18,Bogra R,ACS,130.00
Apr-18,Bogra R,BCS,27.00
Apr-18,Bogra R,BDM,1.00
Apr-18,Bogra R,BRC,1.00
Apr-18,Bogra R,DNC,37.00
Apr-18,Bogra R,DNL,13.00
Apr-18,Bogra R,DNM,140.00
Apr-18,Bogra R,DTF,117.00
Apr-18,Bogra R,FMS,37.00
Apr-18,Bogra R,FOS,5.00
Apr-18,Bogra R,FPP,100.00
Apr-18,Bogra R,GBF,364.00
Apr-18,Bogra R,HCF,1351.00
Apr-18,Bogra R,MBS,273.00
Apr-18,Bogra R,MCF,246.00
Apr-18,Bogra R,MSS,546.00
Apr-18,Bogra R,SDP,5811.00
Apr-18,Bogra R,SJC,35.00
Apr-18,Bogra R,SOM,68.00
Apr-18,Bogra R,SPM,795.00
Apr-18,Bogra R,STF,52.00
Apr-18,Bogra R,TCS,10.00
Apr-18,Chattogram North R,BCS,18.00
Apr-18,Chattogram North R,DNC,477.00
Apr-18,Chattogram North R,DNL,767.00
Apr-18,Chattogram North R,DNM,931.00
Apr-18,Chattogram North R,DTF,260.00
Apr-18,Chattogram North R,FMS,269.00
Apr-18,Chattogram North R,FPP,225.00
Apr-18,Chattogram North R,GBF,2210.00
Apr-18,Chattogram North R,HCF,1260.00
Apr-18,Chattogram North R,MBS,130.00
Apr-18,Chattogram North R,MCF,546.00
Apr-18,Chattogram North R,MOQ,5.00
Apr-18,Chattogram North R,MOS,20.00
Apr-18,Chattogram North R,MSS,676.00
Apr-18,Chattogram North R,SD,35.00
Apr-18,Chattogram North R,SDP,7462.00
Apr-18,Chattogram North R,SOM,129.00
Apr-18,Chattogram North R,STF,91.00
Apr-18,Chattogram North R,TCS,5.00
Apr-18,Comilla R,ACS,52.00
Apr-18,Comilla R,BRC,1.00
Apr-18,Comilla R,DNC,45.00
Apr-18,Comilla R,DNL,1066.00
Apr-18,Comilla R,DNM,196.00
Apr-18,Comilla R,DTF,26.00
Apr-18,Comilla R,FMS,196.00
Apr-18,Comilla R,FPP,100.00
Apr-18,Comilla R,GBF,1014.00
Apr-18,Comilla R,HCF,1204.00
Apr-18,Comilla R,MBS,286.00
Apr-18,Comilla R,MCF,116.00
Apr-18,Comilla R,MOS,2.00
Apr-18,Comilla R,MSS,273.00
Apr-18,Comilla R,SDP,11284.00
Apr-18,Comilla R,SJC,88.00
Apr-18,Comilla R,SOM,152.00
Apr-18,Comilla R,SPM,848.00
Apr-18,Comilla R,TCS,23.00
Apr-18,Comilla R,VSF,78.00
Apr-18,Cox’s Bazar R,ACS,208.00
Apr-18,Cox’s Bazar R,BCS,9.00
Apr-18,Cox’s Bazar R,DNC,276.00
Apr-18,Cox’s Bazar R,DNL,65.00
Apr-18,Cox’s Bazar R,DNM,455.00
Apr-18,Cox’s Bazar R,DTF,156.00
Apr-18,Cox’s Bazar R,FMS,282.00
Apr-18,Cox’s Bazar R,FPP,200.00
Apr-18,Cox’s Bazar R,GBF,1001.00
Apr-18,Cox’s Bazar R,HCF,497.00
Apr-18,Cox’s Bazar R,MBS,104.00
Apr-18,Cox’s Bazar R,MCF,900.00
Apr-18,Cox’s Bazar R,MOQ,6.00
Apr-18,Cox’s Bazar R,MOS,22.00
Apr-18,Cox’s Bazar R,MSS,390.00
Apr-18,Cox’s Bazar R,SD,20.00
Apr-18,Cox’s Bazar R,SDP,7644.00
Apr-18,Cox’s Bazar R,SJC,116.00
Apr-18,Cox’s Bazar R,SOM,118.00
Apr-18,Cox’s Bazar R,SPM,2968.00
Apr-18,Cox’s Bazar R,TCS,18.00
Apr-18,Dhaka-1 R,ACS,624.00
Apr-18,Dhaka-1 R,BRC,2.00
Apr-18,Dhaka-1 R,DNC,7.00
Apr-18,Dhaka-1 R,DNF,6.00
Apr-18,Dhaka-1 R,DNL,312.00
Apr-18,Dhaka-1 R,DNM,399.00
Apr-18,Dhaka-1 R,DTF,91.00
Apr-18,Dhaka-1 R,FMS,268.00
Apr-18,Dhaka-1 R,FOS,10.00
Apr-18,Dhaka-1 R,FPP,350.00
Apr-18,Dhaka-1 R,GBF,728.00
Apr-18,Dhaka-1 R,HCF,3192.00
Apr-18,Dhaka-1 R,MBS,650.00
Apr-18,Dhaka-1 R,MCF,479.00
Apr-18,Dhaka-1 R,MSS,1313.00
Apr-18,Dhaka-1 R,SDP,12467.00
Apr-18,Dhaka-1 R,SJC,22.00
Apr-18,Dhaka-1 R,SOM,83.00
Apr-18,Dhaka-1 R,SPM,1484.00
Apr-18,Dhaka-1 R,STF,26.00
Apr-18,Dhaka-1 R,VSF,2.00
Apr-18,Dhaka-2 R,ACS,234.00
Apr-18,Dhaka-2 R,BCS,18.00
Apr-18,Dhaka-2 R,BDM,2.00
Apr-18,Dhaka-2 R,BRC,4.00
Apr-18,Dhaka-2 R,DNC,21.00
Apr-18,Dhaka-2 R,DNF,3.00
Apr-18,Dhaka-2 R,DNL,169.00
Apr-18,Dhaka-2 R,DNM,455.00
Apr-18,Dhaka-2 R,DTF,104.00
Apr-18,Dhaka-2 R,FMS,213.00
Apr-18,Dhaka-2 R,FOS,13.00
Apr-18,Dhaka-2 R,FPP,396.00
Apr-18,Dhaka-2 R,GBF,767.00
Apr-18,Dhaka-2 R,HCF,3010.00
Apr-18,Dhaka-2 R,MBS,533.00
Apr-18,Dhaka-2 R,MCF,681.00
Apr-18,Dhaka-2 R,MOQ,10.00
Apr-18,Dhaka-2 R,MOS,42.00
Apr-18,Dhaka-2 R,MSS,1404.00
Apr-18,Dhaka-2 R,SDP,7397.00
Apr-18,Dhaka-2 R,SJC,308.00
Apr-18,Dhaka-2 R,SOM,77.00
Apr-18,Dhaka-2 R,SPM,901.00
Apr-18,Dhaka-2 R,STF,52.00
Apr-18,Dhaka-2 R,TCS,48.00
Apr-18,Dhaka-2 R,VSF,6.00
Apr-18,Dhaka-3 R,ACS,533.00
Apr-18,Dhaka-3 R,BCS,90.00
Apr-18,Dhaka-3 R,BDM,1.00
Apr-18,Dhaka-3 R,BRC,3.00
Apr-18,Dhaka-3 R,DNC,5.00
Apr-18,Dhaka-3 R,DNL,234.00
Apr-18,Dhaka-3 R,DNM,350.00
Apr-18,Dhaka-3 R,DTF,169.00
Apr-18,Dhaka-3 R,FMS,288.00
Apr-18,Dhaka-3 R,FOS,23.00
Apr-18,Dhaka-3 R,FPP,275.00
Apr-18,Dhaka-3 R,GBF,637.00
Apr-18,Dhaka-3 R,HCF,3003.00
Apr-18,Dhaka-3 R,MBS,572.00
Apr-18,Dhaka-3 R,MCF,1000.00
Apr-18,Dhaka-3 R,MOQ,19.00
Apr-18,Dhaka-3 R,MOS,26.00
Apr-18,Dhaka-3 R,MSS,1833.00
Apr-18,Dhaka-3 R,SDP,8671.00
Apr-18,Dhaka-3 R,SJC,255.00
Apr-18,Dhaka-3 R,SOM,113.00
Apr-18,Dhaka-3 R,SPM,2173.00
Apr-18,Dhaka-3 R,STF,169.00
Apr-18,Dhaka-3 R,TCS,18.00
Apr-18,Faridpur R,ACS,156.00
Apr-18,Faridpur R,DNC,2.00
Apr-18,Faridpur R,DNL,104.00
Apr-18,Faridpur R,DNM,168.00
Apr-18,Faridpur R,DTF,52.00
Apr-18,Faridpur R,FMS,117.00
Apr-18,Faridpur R,FPP,125.00
Apr-18,Faridpur R,GBF,208.00
Apr-18,Faridpur R,HCF,2099.00
Apr-18,Faridpur R,MBS,729.00
Apr-18,Faridpur R,MCF,1102.00
Apr-18,Faridpur R,MSS,442.00
Apr-18,Faridpur R,SDP,4238.00
Apr-18,Faridpur R,SJC,191.00
Apr-18,Faridpur R,SOM,97.00
Apr-18,Faridpur R,SPM,1060.00
Apr-18,Faridpur R,TCS,104.00
Apr-18,Faridpur R,VSF,65.00
Apr-18,Gazipur R,ACS,260.00
Apr-18,Gazipur R,BCS,18.00
Apr-18,Gazipur R,BRC,1.00
Apr-18,Gazipur R,DNC,4.00
Apr-18,Gazipur R,DNF,2.00
Apr-18,Gazipur R,DNL,455.00
Apr-18,Gazipur R,DNM,294.00
Apr-18,Gazipur R,DTF,65.00
Apr-18,Gazipur R,FMS,102.00
Apr-18,Gazipur R,FOS,31.00
Apr-18,Gazipur R,FPP,138.00
Apr-18,Gazipur R,GBF,299.00
Apr-18,Gazipur R,HCF,1197.00
Apr-18,Gazipur R,MBS,455.00
Apr-18,Gazipur R,MCF,14.00
Apr-18,Gazipur R,MSS,637.00
Apr-18,Gazipur R,SDP,4849.00
Apr-18,Gazipur R,SJC,61.00
Apr-18,Gazipur R,SOM,24.00
Apr-18,Gazipur R,SPM,1325.00
Apr-18,Gazipur R,STF,78.00
Apr-18,Gazipur R,TCS,42.00
Apr-18,Gazipur R,VSF,6.00
Apr-18,Jamalpur R,ACS,13.00
Apr-18,Jamalpur R,BCS,9.00
Apr-18,Jamalpur R,DNC,7.00
Apr-18,Jamalpur R,DNL,39.00
Apr-18,Jamalpur R,DNM,7.00
Apr-18,Jamalpur R,FMS,14.00
Apr-18,Jamalpur R,FPP,25.00
Apr-18,Jamalpur R,GBF,104.00
Apr-18,Jamalpur R,HCF,252.00
Apr-18,Jamalpur R,MBS,78.00
Apr-18,Jamalpur R,MCF,37.00
Apr-18,Jamalpur R,MSS,91.00
Apr-18,Jamalpur R,SDP,3978.00
Apr-18,Jamalpur R,SJC,5.00
Apr-18,Jamalpur R,SOM,27.00
Apr-18,Jamalpur R,SPM,530.00
Apr-18,Jamalpur R,STF,13.00
Apr-18,Jamalpur R,TCS,7.00
Apr-18,Jamalpur R,VSF,2.00
Apr-18,Jessore R,ACS,78.00
Apr-18,Jessore R,BCS,18.00
Apr-18,Jessore R,DNC,162.00
Apr-18,Jessore R,DNL,52.00
Apr-18,Jessore R,DNM,126.00
Apr-18,Jessore R,DTF,78.00
Apr-18,Jessore R,FPP,25.00
Apr-18,Jessore R,GBF,338.00
Apr-18,Jessore R,HCF,889.00
Apr-18,Jessore R,MBS,1404.00
Apr-18,Jessore R,MCF,150.00
Apr-18,Jessore R,MOQ,3.00
Apr-18,Jessore R,MSS,312.00
Apr-18,Jessore R,SDP,3172.00
Apr-18,Jessore R,SJC,133.00
Apr-18,Jessore R,SOM,265.00
Apr-18,Jessore R,SPM,2650.00
Apr-18,Jessore R,STF,39.00
Apr-18,Jessore R,TCS,12.00
Apr-18,Khulna R,ACS,208.00
Apr-18,Khulna R,BCS,27.00
Apr-18,Khulna R,DNC,397.00
Apr-18,Khulna R,DNL,858.00
Apr-18,Khulna R,DNM,399.00
Apr-18,Khulna R,DTF,520.00
Apr-18,Khulna R,FMS,13.00
Apr-18,Khulna R,FOS,13.00
Apr-18,Khulna R,GBF,468.00
Apr-18,Khulna R,HCF,2212.00
Apr-18,Khulna R,MBS,858.00
Apr-18,Khulna R,MCF,556.00
Apr-18,Khulna R,MOQ,12.00
Apr-18,Khulna R,MOS,16.00
Apr-18,Khulna R,MSS,533.00
Apr-18,Khulna R,SDP,4953.00
Apr-18,Khulna R,SJC,210.00
Apr-18,Khulna R,SOM,135.00
Apr-18,Khulna R,SPM,3816.00
Apr-18,Khulna R,STF,234.00
Apr-18,Khulna R,TCS,33.00
Apr-18,Khulna R,VSF,20.00
Apr-18,Madaripur R,ACS,156.00
Apr-18,Madaripur R,BCS,36.00
Apr-18,Madaripur R,DNC,147.00
Apr-18,Madaripur R,DNL,1133.00
Apr-18,Madaripur R,DNM,889.00
Apr-18,Madaripur R,FMS,234.00
Apr-18,Madaripur R,FPP,188.00
Apr-18,Madaripur R,GBF,520.00
Apr-18,Madaripur R,HCF,3092.00
Apr-18,Madaripur R,MBS,729.00
Apr-18,Madaripur R,MCF,1209.00
Apr-18,Madaripur R,MOQ,10.00
Apr-18,Madaripur R,MOS,25.00
Apr-18,Madaripur R,MSS,885.00
Apr-18,Madaripur R,SDP,9139.00
Apr-18,Madaripur R,SJC,375.00
Apr-18,Madaripur R,SOM,99.00
Apr-18,Madaripur R,SPM,1484.00
Apr-18,Madaripur R,TCS,50.00
Apr-18,Madaripur R,VSF,110.00
Apr-18,Mymensingh R,ACS,78.00
Apr-18,Mymensingh R,BCS,54.00
Apr-18,Mymensingh R,BDM,1.00
Apr-18,Mymensingh R,BRC,1.00
Apr-18,Mymensingh R,DNC,30.00
Apr-18,Mymensingh R,DNL,195.00
Apr-18,Mymensingh R,DNM,329.00
Apr-18,Mymensingh R,DTF,143.00
Apr-18,Mymensingh R,FMS,75.00
Apr-18,Mymensingh R,FOS,2.00
Apr-18,Mymensingh R,FPP,225.00
Apr-18,Mymensingh R,GBF,273.00
Apr-18,Mymensingh R,HCF,1050.00
Apr-18,Mymensingh R,MBS,676.00
Apr-18,Mymensingh R,MCF,224.00
Apr-18,Mymensingh R,MOQ,3.00
Apr-18,Mymensingh R,MOS,1.00
Apr-18,Mymensingh R,MSS,702.00
Apr-18,Mymensingh R,SDP,16328.00
Apr-18,Mymensingh R,SJC,55.00
Apr-18,Mymensingh R,SOM,159.00
Apr-18,Mymensingh R,SPM,3074.00
Apr-18,Mymensingh R,STF,65.00
Apr-18,Mymensingh R,TCS,38.00
Apr-18,Narayangonj R,ACS,494.00
Apr-18,Narayangonj R,BDM,2.00
Apr-18,Narayangonj R,BRC,3.00
Apr-18,Narayangonj R,DNC,16.00
Apr-18,Narayangonj R,DNF,1.00
Apr-18,Narayangonj R,DNL,2444.00
Apr-18,Narayangonj R,DNM,434.00
Apr-18,Narayangonj R,DTF,52.00
Apr-18,Narayangonj R,FMS,251.00
Apr-18,Narayangonj R,FOS,29.00
Apr-18,Narayangonj R,FPP,363.00
Apr-18,Narayangonj R,GBF,208.00
Apr-18,Narayangonj R,HCF,1344.00
Apr-18,Narayangonj R,MBS,702.00
Apr-18,Narayangonj R,MCF,405.00
Apr-18,Narayangonj R,MOQ,2.00
Apr-18,Narayangonj R,MOS,4.00
Apr-18,Narayangonj R,MSS,923.00
Apr-18,Narayangonj R,SDP,12584.00
Apr-18,Narayangonj R,SJC,22.00
Apr-18,Narayangonj R,SOM,88.00
Apr-18,Narayangonj R,SPM,1749.00
Apr-18,Narayangonj R,STF,13.00
Apr-18,Narayangonj R,TCS,5.00
Apr-18,Narsingdi R,ACS,208.00
Apr-18,Narsingdi R,BCS,36.00
Apr-18,Narsingdi R,BRC,1.00
Apr-18,Narsingdi R,DNC,31.00
Apr-18,Narsingdi R,DNL,1404.00
Apr-18,Narsingdi R,DNM,448.00
Apr-18,Narsingdi R,DTF,26.00
Apr-18,Narsingdi R,FMS,106.00
Apr-18,Narsingdi R,FOS,17.00
Apr-18,Narsingdi R,FPP,100.00
Apr-18,Narsingdi R,GBF,273.00
Apr-18,Narsingdi R,HCF,1239.00
Apr-18,Narsingdi R,MBS,403.00
Apr-18,Narsingdi R,MCF,253.00
Apr-18,Narsingdi R,MSS,377.00
Apr-18,Narsingdi R,SDP,11531.00
Apr-18,Narsingdi R,SJC,13.00
Apr-18,Narsingdi R,SOM,84.00
Apr-18,Narsingdi R,SPM,742.00
Apr-18,Narsingdi R,STF,39.00
Apr-18,Noakhali R,ACS,104.00
Apr-18,Noakhali R,BCS,27.00
Apr-18,Noakhali R,DNC,25.00
Apr-18,Noakhali R,DNL,338.00
Apr-18,Noakhali R,DNM,686.00
Apr-18,Noakhali R,DTF,130.00
Apr-18,Noakhali R,FMS,218.00
Apr-18,Noakhali R,FPP,200.00
Apr-18,Noakhali R,GBF,2028.00
Apr-18,Noakhali R,HCF,2072.00
Apr-18,Noakhali R,MBS,78.00
Apr-18,Noakhali R,MCF,450.00
Apr-18,Noakhali R,MOQ,4.00
Apr-18,Noakhali R,MOS,6.00
Apr-18,Noakhali R,MSS,637.00
Apr-18,Noakhali R,SDP,7540.00
Apr-18,Noakhali R,SJC,90.00
Apr-18,Noakhali R,SOM,136.00
Apr-18,Noakhali R,SPM,1378.00
Apr-18,Not Found,DNF,33.00
Apr-18,Not Found,DNL,13.00
Apr-18,Not Found,DNM,14.00
Apr-18,Not Found,FMS,8.00
Apr-18,Not Found,FPP,13.00
Apr-18,Not Found,GBF,65.00
Apr-18,Not Found,HCF,319.00
Apr-18,Not Found,MCF,11.00
Apr-18,Not Found,MSS,26.00
Apr-18,Not Found,SDP,130.00
Apr-18,Not Found,SOM,2.00
Apr-18,Not Found,SPM,53.00
Apr-18,Rajshahi R,ACS,130.00
Apr-18,Rajshahi R,BRC,1.00
Apr-18,Rajshahi R,DNC,78.00
Apr-18,Rajshahi R,DNL,403.00
Apr-18,Rajshahi R,DNM,140.00
Apr-18,Rajshahi R,DTF,39.00
Apr-18,Rajshahi R,FMS,49.00
Apr-18,Rajshahi R,FOS,17.00
Apr-18,Rajshahi R,FPP,63.00
Apr-18,Rajshahi R,GBF,234.00
Apr-18,Rajshahi R,HCF,1302.00
Apr-18,Rajshahi R,MBS,754.00
Apr-18,Rajshahi R,MCF,453.00
Apr-18,Rajshahi R,MSS,832.00
Apr-18,Rajshahi R,SDP,5928.00
Apr-18,Rajshahi R,SJC,96.00
Apr-18,Rajshahi R,SOM,106.00
Apr-18,Rajshahi R,SPM,636.00
Apr-18,Rajshahi R,STF,39.00
Apr-18,Rajshahi R,TCS,3.00
Apr-18,Rajshahi R,VSF,3.00
Apr-18,Rangpur R,ACS,208.00
Apr-18,Rangpur R,BRC,5.00
Apr-18,Rangpur R,DNC,11.00
Apr-18,Rangpur R,DNM,280.00
Apr-18,Rangpur R,DTF,728.00
Apr-18,Rangpur R,FMS,546.00
Apr-18,Rangpur R,FPP,600.00
Apr-18,Rangpur R,GBF,1040.00
Apr-18,Rangpur R,HCF,4165.00
Apr-18,Rangpur R,MBS,1872.00
Apr-18,Rangpur R,MCF,1638.00
Apr-18,Rangpur R,MSS,2392.00
Apr-18,Rangpur R,SDP,44499.00
Apr-18,Rangpur R,SJC,60.00
Apr-18,Rangpur R,SOM,880.00
Apr-18,Rangpur R,SPM,2968.00
Apr-18,Rangpur R,STF,182.00
Apr-18,SAVAR R,ACS,936.00
Apr-18,SAVAR R,BCS,45.00
Apr-18,SAVAR R,BDM,1.00
Apr-18,SAVAR R,BRC,1.00
Apr-18,SAVAR R,DNC,17.00
Apr-18,SAVAR R,DNL,325.00
Apr-18,SAVAR R,DNM,567.00
Apr-18,SAVAR R,DTF,156.00
Apr-18,SAVAR R,FMS,155.00
Apr-18,SAVAR R,FOS,55.00
Apr-18,SAVAR R,FPP,263.00
Apr-18,SAVAR R,GBF,286.00
Apr-18,SAVAR R,HCF,3227.00
Apr-18,SAVAR R,MBS,910.00
Apr-18,SAVAR R,MCF,296.00
Apr-18,SAVAR R,MOL,2.00
Apr-18,SAVAR R,MOQ,33.00
Apr-18,SAVAR R,MOS,45.00
Apr-18,SAVAR R,MSS,858.00
Apr-18,SAVAR R,SDP,7384.00
Apr-18,SAVAR R,SJC,324.00
Apr-18,SAVAR R,SOM,141.00
Apr-18,SAVAR R,SPM,2438.00
Apr-18,SAVAR R,STF,156.00
Apr-18,SAVAR R,TCS,86.00
Apr-18,Superstore-Region,ACS,46.00
Apr-18,Superstore-Region,BCP,1635.00
Apr-18,Superstore-Region,BCS,3.00
Apr-18,Superstore-Region,DCF,156.00
Apr-18,Superstore-Region,DNF,11.00
Apr-18,Superstore-Region,DNI,5.00
Apr-18,Superstore-Region,DNL,55.00
Apr-18,Superstore-Region,DNM,15.00
Apr-18,Superstore-Region,DTF,222.00
Apr-18,Superstore-Region,FMS,1.00
Apr-18,Superstore-Region,FOS,0.00
Apr-18,Superstore-Region,FPP,3.00
Apr-18,Superstore-Region,GBF,1888.00
Apr-18,Superstore-Region,HCF,2210.00
Apr-18,Superstore-Region,MBS,4.00
Apr-18,Superstore-Region,MCF,2159.00
Apr-18,Superstore-Region,MSS,1.00
Apr-18,Superstore-Region,OCF,134.00
Apr-18,Superstore-Region,SDP,114.00
Apr-18,Superstore-Region,SJC,1.00
Apr-18,Superstore-Region,SPM,16.00
Apr-18,Superstore-Region,STF,193.00
Apr-18,Superstore-Region,TCS,2.00
Apr-18,Superstore-Region,VSF,11.00
Apr-18,Sylhet R,ACS,182.00
Apr-18,Sylhet R,BCS,135.00
Apr-18,Sylhet R,DNC,15.00
Apr-18,Sylhet R,DNM,259.00
Apr-18,Sylhet R,DTF,936.00
Apr-18,Sylhet R,FMS,87.00
Apr-18,Sylhet R,FOS,26.00
Apr-18,Sylhet R,FPP,156.00
Apr-18,Sylhet R,GBF,1079.00
Apr-18,Sylhet R,HCF,1050.00
Apr-18,Sylhet R,MBS,260.00
Apr-18,Sylhet R,MCF,1000.00
Apr-18,Sylhet R,SDP,32110.00
Apr-18,Sylhet R,SJC,1.00
Apr-18,Sylhet R,SOM,827.00
Apr-18,Sylhet R,SPM,2014.00
Apr-18,Sylhet R,STF,286.00
Apr-18,Sylhet R,TCS,120.00
Apr-19,B Baria R,ACF,104.00
Apr-19,B Baria R,ACS,26.00
Apr-19,B Baria R,DNC,7.00
Apr-19,B Baria R,DNL,403.00
Apr-19,B Baria R,DNM,168.00
Apr-19,B Baria R,FMS,422.00
Apr-19,B Baria R,FOS,39.00
Apr-19,B Baria R,FPP,75.00
Apr-19,B Baria R,GBF,338.00
Apr-19,B Baria R,HCF,252.00
Apr-19,B Baria R,KCF,91.00
Apr-19,B Baria R,MBF,96.00
Apr-19,B Baria R,MBS,91.00
Apr-19,B Baria R,MCF,50.00
Apr-19,B Baria R,MSS,104.00
Apr-19,B Baria R,OBS,51.00
Apr-19,B Baria R,SDF,68.00
Apr-19,B Baria R,SDP,6799.00
Apr-19,B Baria R,SOM,348.00
Apr-19,B Baria R,SOS,156.00
Apr-19,B Baria R,SPM,371.00
Apr-19,B Baria R,SPS,130.00
Apr-19,B Baria R,STF,13.00
Apr-19,B Baria R,TBS,39.00
Apr-19,B Baria R,VSF,7.00
Apr-19,Barisal R,ACF,182.00
Apr-19,Barisal R,DCM,200.00
Apr-19,Barisal R,DNC,73.00
Apr-19,Barisal R,DNL,546.00
Apr-19,Barisal R,DNM,574.00
Apr-19,Barisal R,DTF,260.00
Apr-19,Barisal R,FMS,306.00
Apr-19,Barisal R,FPP,163.00
Apr-19,Barisal R,GBF,1534.00
Apr-19,Barisal R,HCF,3514.00
Apr-19,Barisal R,KCF,455.00
Apr-19,Barisal R,MBF,78.00
Apr-19,Barisal R,MBS,533.00
Apr-19,Barisal R,MCF,375.00
Apr-19,Barisal R,MOS,1.00
Apr-19,Barisal R,MSS,1391.00
Apr-19,Barisal R,OBS,578.00
Apr-19,Barisal R,SDF,306.00
Apr-19,Barisal R,SDP,13364.00
Apr-19,Barisal R,SOM,36.00
Apr-19,Barisal R,SOS,520.00
Apr-19,Barisal R,SPM,2385.00
Apr-19,Barisal R,SPS,572.00
Apr-19,Barisal R,STF,3.00
Apr-19,Barisal R,TBS,312.00
Apr-19,Barisal R,VSF,14.00
Apr-19,Bogra R,ACF,468.00
Apr-19,Bogra R,ACS,338.00
Apr-19,Bogra R,DNC,33.00
Apr-19,Bogra R,DNL,598.00
Apr-19,Bogra R,DNM,266.00
Apr-19,Bogra R,FMS,199.00
Apr-19,Bogra R,FOS,153.00
Apr-19,Bogra R,FPP,350.00
Apr-19,Bogra R,GBF,858.00
Apr-19,Bogra R,HCF,5467.00
Apr-19,Bogra R,KCF,793.00
Apr-19,Bogra R,KCS,72.00
Apr-19,Bogra R,MBF,48.00
Apr-19,Bogra R,MBS,1508.00
Apr-19,Bogra R,MCF,725.00
Apr-19,Bogra R,MSS,2405.00
Apr-19,Bogra R,OBS,680.00
Apr-19,Bogra R,SDF,850.00
Apr-19,Bogra R,SDP,6097.00
Apr-19,Bogra R,SOM,416.00
Apr-19,Bogra R,SOS,1274.00
Apr-19,Bogra R,SPM,1431.00
Apr-19,Bogra R,SPS,832.00
Apr-19,Bogra R,STF,149.00
Apr-19,Bogra R,TBS,78.00
Apr-19,Bogra R,VSF,33.00
Apr-19,Chattogram North R,ACF,130.00
Apr-19,Chattogram North R,DCM,500.00
Apr-19,Chattogram North R,DNC,415.00
Apr-19,Chattogram North R,DNL,1430.00
Apr-19,Chattogram North R,DNM,700.00
Apr-19,Chattogram North R,DTF,130.00
Apr-19,Chattogram North R,FMS,421.00
Apr-19,Chattogram North R,FOS,62.00
Apr-19,Chattogram North R,FPP,125.00
Apr-19,Chattogram North R,GBF,1235.00
Apr-19,Chattogram North R,HCF,840.00
Apr-19,Chattogram North R,KCF,390.00
Apr-19,Chattogram North R,MBF,240.00
Apr-19,Chattogram North R,MBS,130.00
Apr-19,Chattogram North R,MCF,250.00
Apr-19,Chattogram North R,MSS,650.00
Apr-19,Chattogram North R,OBS,289.00
Apr-19,Chattogram North R,SDF,680.00
Apr-19,Chattogram North R,SDP,6929.00
Apr-19,Chattogram North R,SOM,225.00
Apr-19,Chattogram North R,SOS,130.00
Apr-19,Chattogram North R,SPM,530.00
Apr-19,Chattogram North R,SPS,260.00
Apr-19,Chattogram North R,STF,60.00
Apr-19,Chattogram North R,TBS,273.00
Apr-19,Chattogram North R,VSF,20.00
Apr-19,Comilla R,ACS,26.00
Apr-19,Comilla R,DCM,100.00
Apr-19,Comilla R,DNC,92.00
Apr-19,Comilla R,DNL,1027.00
Apr-19,Comilla R,DNM,266.00
Apr-19,Comilla R,DTF,39.00
Apr-19,Comilla R,FMS,666.00
Apr-19,Comilla R,FOS,55.00
Apr-19,Comilla R,FPP,75.00
Apr-19,Comilla R,GBF,715.00
Apr-19,Comilla R,HCF,931.00
Apr-19,Comilla R,KCF,130.00
Apr-19,Comilla R,MBF,132.00
Apr-19,Comilla R,MBS,143.00
Apr-19,Comilla R,MCF,75.00
Apr-19,Comilla R,MSS,234.00
Apr-19,Comilla R,OBS,85.00
Apr-19,Comilla R,SDF,204.00
Apr-19,Comilla R,SDP,9633.00
Apr-19,Comilla R,SOM,193.00
Apr-19,Comilla R,SPM,954.00
Apr-19,Comilla R,SPS,234.00
Apr-19,Comilla R,STF,24.00
Apr-19,Comilla R,TBS,195.00
Apr-19,Comilla R,VSF,43.00
Apr-19,Cox’s Bazar R,ACF,91.00
Apr-19,Cox’s Bazar R,ACS,52.00
Apr-19,Cox’s Bazar R,DCM,500.00
Apr-19,Cox’s Bazar R,DNC,412.00
